review_date,parent_asin,main_category,store,rating,sentiment_score,bert_label,bert_score,helpful_vote,verified_purchase
2008-06-30 17:52:31.000,B00KLZLBCK,All Electronics,Seagate,5.0,0.0,NEGATIVE,0.99583238363266,1,True
2021-11-02 16:22:59.357,B09NHSGWPD,Camera & Photo,BELECO,5.0,0.9158,POSITIVE,0.9998268485069276,0,True
2020-11-22 22:33:49.795,B08BRJ98H3,Cell Phones & Accessories,CyvenSmart,5.0,0.0,POSITIVE,0.9984182119369508,0,True
2022-05-22 20:42:27.409,B08912RRG5,All Electronics,SoloWIT,5.0,0.7003,POSITIVE,0.9967871904373168,0,True
2019-06-08 21:07:32.317,B07GVWH35S,Home Audio & Theater,KabelDirekt,5.0,0.4404,POSITIVE,0.9995070695877076,0,True
2015-05-23 01:48:59.000,B00NWXM5U0,Health & Personal Care,Fitbit,2.0,0.0,NEGATIVE,0.9995044469833374,0,True
2015-05-23 01:46:52.000,B01DDIAX1Q,Computers,Western Digital,5.0,0.7906,POSITIVE,0.9998227953910828,0,True
2015-05-23 01:21:46.000,B09HDZ8FQY,Cell Phones & Accessories,Plantronics,5.0,0.91,POSITIVE,0.999886393547058,0,True
2015-05-23 00:57:19.000,B00CRF9V2O,Home Audio & Theater,VIZIO,5.0,0.8984,POSITIVE,0.9995113611221312,0,True
2021-02-26 10:05:40.793,B09MYGF318,All Electronics,Criacr,5.0,0.5927,NEGATIVE,0.9347913265228271,0,True
2020-04-29 14:46:45.329,B07VV6TT69,Cell Phones & Accessories,Flight Flap,1.0,-0.4949,NEGATIVE,0.999816119670868,0,True
2020-01-31 11:54:33.218,B07BRHB8C1,All Electronics,LTGEM,5.0,0.8442,POSITIVE,0.9998056292533876,0,True
2019-01-07 00:35:00.925,B07Z6BPJXQ,All Electronics,bototek,5.0,0.7684,POSITIVE,0.9996947050094604,0,True
2022-03-20 16:58:14.239,B083YHS7SV,,YOREPEK,4.0,0.8374,POSITIVE,0.999862551689148,0,True
2015-02-19 14:25:17.000,B0046EDOWW,Home Audio & Theater,Sansa Clip+,5.0,0.7893,POSITIVE,0.9998781681060792,0,True
2021-04-23 17:14:15.317,B09DSSQ52Q,All Electronics,Maxjoy,5.0,0.973,POSITIVE,0.999527096748352,7,True
2015-06-30 21:27:51.000,B07BJ8KD6X,Computers,Meffort Inc,5.0,0.8655,POSITIVE,0.9998831748962402,0,True
2015-01-12 17:28:54.000,B0061F6QUG,Health & Personal Care,Bell+Howell,1.0,-0.8172,NEGATIVE,0.99980491399765,0,False
2019-12-30 23:57:28.406,B07PGL2N7J,Amazon Devices,Amazon,5.0,0.6369,POSITIVE,0.99987530708313,0,True
2020-12-03 06:17:22.921,B07P97SHQP,All Electronics,ASURION,4.0,0.762,POSITIVE,0.9942617416381836,0,True
2020-12-03 06:15:20.998,B07B3TX6MF,Cell Phones & Accessories,ATOTO,5.0,0.8721,POSITIVE,0.791337788105011,1,True
2020-10-15 05:22:59.388,B07WPY2W4Y,Car Electronics,EinCar,4.0,0.8934,POSITIVE,0.9974796175956726,0,True
2019-06-12 22:38:36.204,B01LYC6A8M,Computers,UGREEN,4.0,0.3612,NEGATIVE,0.9988849759101868,0,True
2019-06-12 22:35:47.332,B0B2Y5WYRG,Computers,Corsair,5.0,0.7351,NEGATIVE,0.9022786021232604,0,True
2019-06-12 22:32:02.775,B08KG14KCT,Computers,SAMSUNG,5.0,0.9621,POSITIVE,0.9824640154838562,0,True
2019-06-12 22:28:30.311,B09FF1RNDT,Computers,Addlink,5.0,0.891,POSITIVE,0.9985020160675048,0,True
2019-04-29 00:05:50.059,B07B4BF3KT,GPS & Navigation,Accfly,3.0,0.0603,NEGATIVE,0.9981314539909364,0,True
2019-04-28 23:54:57.617,B08XBLP2V8,All Electronics,WAVLINK,5.0,0.7845,POSITIVE,0.9991627931594848,0,True
2018-10-04 00:44:53.334,B018S7DPU8,Computers,Wolmund,5.0,0.7345,POSITIVE,0.9998155236244202,0,True
2018-07-31 08:09:05.470,B00MYU0E0K,Computers,UGREEN,5.0,0.5719,POSITIVE,0.9991483688354492,0,True
2018-07-20 07:29:18.130,B01KWY71BO,All Electronics,iClever,5.0,0.6588,POSITIVE,0.9998729228973388,0,True
2018-07-20 07:26:14.087,B008I64LC6,Camera & Photo,SquareTrade,4.0,0.4926,POSITIVE,0.999836802482605,0,True
2016-09-20 12:03:44.000,B09N7SXX1X,Cell Phones & Accessories,BOSS Audio Systems,5.0,0.4404,POSITIVE,0.9918461441993712,0,True
2013-07-07 06:23:17.000,B002WBX7TQ,All Electronics,TP-Link,5.0,0.2292,POSITIVE,0.9253129959106444,0,True
2013-03-24 00:38:16.000,B07CB22VVJ,All Electronics,RiteAV,4.0,0.8625,POSITIVE,0.9990813732147216,0,True
2013-03-24 00:34:23.000,B0092TGP4A,All Electronics,HDE,4.0,0.743,POSITIVE,0.9997324347496032,6,True
2013-02-07 10:55:53.000,B07CDCX945,Computers,Cmple,5.0,0.8519,POSITIVE,0.999799907207489,0,True
2013-02-07 10:53:37.000,B07BYZBG2X,All Electronics,StarTech,4.0,0.7783,POSITIVE,0.9993394017219543,0,True
2013-02-07 10:45:55.000,B000SJ2TJ8,Home Audio & Theater,Cables4PC,3.0,0.9186,POSITIVE,0.9979117512702942,0,True
2012-02-09 19:58:09.000,B003UT2C4U,Computers,ASUS,5.0,0.9463,POSITIVE,0.9609947800636292,1,True
2015-07-26 00:20:01.000,B0075VFKI4,Camera & Photo,Nikon,5.0,0.7579,POSITIVE,0.999823033809662,0,True
2015-07-25 01:21:07.000,B009RUZ7TS,All Electronics,SanDisk,5.0,0.7351,POSITIVE,0.9978142976760864,0,True
2019-01-02 19:37:43.630,B071CMGRLL,All Electronics,Wasserstein,5.0,0.6696,POSITIVE,0.9997420907020568,0,True
2020-05-26 14:25:06.817,B006ZZXVCI,Camera & Photo,Wasabi Power,3.0,-0.0516,NEGATIVE,0.9934930205345154,0,True
2019-02-17 19:57:05.841,B01DFKC6CQ,Amazon Devices,Amazon,5.0,0.6114,POSITIVE,0.9930973649024964,0,True
2019-02-02 20:55:39.410,B07P9W1SMH,Apple Products,Apple,5.0,0.755,POSITIVE,0.9998737573623656,0,True
2018-04-26 18:45:02.342,B01M3ULMWP,Amazon Devices,Amazon,5.0,0.7906,POSITIVE,0.9998852014541626,0,True
2013-11-19 14:43:13.000,B00D2J8558,Computers,GMYLE,3.0,0.636,NEGATIVE,0.9783066511154176,0,True
2023-03-14 12:31:16.214,B0BFHVDPTG,Industrial & Scientific,Dekukar,1.0,0.0314,NEGATIVE,0.9993545413017272,0,True
2022-04-22 01:21:34.801,B08N4M55K5,All Electronics,TECH8 USA,5.0,0.0,POSITIVE,0.9993836879730223,0,True
2022-04-20 14:04:15.243,B0945WPX5W,All Electronics,TCL,5.0,0.8822,POSITIVE,0.999044954776764,0,True
2019-03-09 16:20:01.603,B0935ZDCYD,Home Audio & Theater,Anker,5.0,0.9562,POSITIVE,0.9986836314201356,0,True
2019-01-27 21:16:58.849,B075LX7S6B,Amazon Devices,Amazon,5.0,0.4902,POSITIVE,0.9993721842765808,0,True
2021-02-17 04:12:23.001,B07XZ1YDKP,All Electronics,Beyution,4.0,0.6486,POSITIVE,0.9922478199005128,0,True
2022-05-11 11:37:13.002,B09CD8GVY5,Industrial & Scientific,Qntry,1.0,-0.4939,NEGATIVE,0.9996123909950256,0,True
2021-10-08 18:07:53.223,B09V28P31X,Camera & Photo,WYZE,1.0,0.8871,NEGATIVE,0.9694314002990724,0,True
2019-02-25 12:33:44.544,B017SJKHIK,All Electronics,BluePhonic,5.0,0.9245,POSITIVE,0.9998250603675842,0,True
2023-02-02 14:13:42.917,B0BWNQZT64,All Electronics,deloni,5.0,0.7764,POSITIVE,0.7529406547546387,1,True
2022-12-20 15:32:38.512,B08F9ZCTCL,Amazon Devices,Amazon,5.0,-0.8602,NEGATIVE,0.9997972846031188,2,True
2022-02-01 21:53:49.281,B08F9NJMW7,Computers,Flippy,5.0,0.5719,POSITIVE,0.9987202882766724,0,True
2018-01-26 18:12:57.487,B0BW4PFM58,All Electronics,Cambridge Soundworks,5.0,0.9062,POSITIVE,0.9994444251060486,0,True
2021-08-14 02:02:57.074,B00TIRFCXQ,Camera & Photo,Thanwa,5.0,0.4404,POSITIVE,0.9812700748443604,0,True
2023-03-03 12:10:59.106,B09KRX2QJC,Computers,KCT,5.0,0.4404,POSITIVE,0.9990695118904114,0,True
2022-12-17 14:53:32.718,B09V28Y3HH,All Electronics,CIYUPE,5.0,0.7703,POSITIVE,0.9958090782165528,1,True
2022-08-25 13:18:59.246,B0C5XK6534,Cell Phones & Accessories,ULTRAPROLINK,5.0,0.8126,POSITIVE,0.9941627383232116,0,True
2022-08-03 06:25:04.300,B0BTHV3YSV,Cell Phones & Accessories,UYOUNG,4.0,-0.4118,NEGATIVE,0.98272705078125,0,True
2022-04-13 13:15:19.384,B09JNRLN4W,Industrial & Scientific,sarmert,5.0,0.0,POSITIVE,0.9997699856758118,0,True
2017-10-12 11:23:16.012,B07HHY1MWS,Computers,AUPET,5.0,0.8631,POSITIVE,0.9997633099555968,2,True
2017-03-20 23:15:32.000,B00IYM0Y2A,Camera & Photo,Synergy Digital,4.0,0.1027,NEGATIVE,0.9985321760177612,0,True
2016-04-17 19:27:26.000,B01HNL545Y,Computers,Lacdo,5.0,0.8338,POSITIVE,0.9994930028915404,0,True
2019-08-09 00:07:34.882,B07QWP1RYY,Cell Phones & Accessories,Fintie,1.0,-0.2755,NEGATIVE,0.9996559619903564,0,True
2019-08-09 00:06:31.878,B0772SXNSC,Computers,ZtotopCase,5.0,-0.1793,POSITIVE,0.9995643496513368,0,True
2023-02-10 05:33:13.335,B08W69YRFB,All Electronics,SAMSUNG,3.0,0.0,NEGATIVE,0.9975857734680176,0,True
2019-02-20 02:58:22.824,B073J9QWKY,All Electronics,FOVAL,5.0,0.0,POSITIVE,0.9968223571777344,0,True
2022-09-22 06:15:29.757,B085XZGVN5,Computers,VEMONT,5.0,0.6258,POSITIVE,0.9990070462226868,0,True
2022-04-14 03:55:48.422,B09KPLV3WD,All Electronics,EVAHOM,4.0,-0.8624,NEGATIVE,0.9986761212348938,0,True
2022-04-12 16:35:52.697,B09KM3BZSS,Computers,XPG,5.0,0.9194,POSITIVE,0.9937357902526855,0,True
2022-02-25 22:24:29.312,B00MJ1YR8Y,Home Audio & Theater,Klipsch,5.0,0.9808,POSITIVE,0.9995089769363404,0,True
2021-12-07 20:10:55.775,B007JYZ3BG,Car Electronics,PAC,5.0,0.5719,NEGATIVE,0.9411278963088988,0,True
2021-05-05 16:21:08.072,B07G95FFN3,Tools & Home Improvement,Kasa Smart,5.0,0.9911,POSITIVE,0.9989460110664368,0,True
2021-02-23 01:38:24.124,B083WD2J3F,Automotive,CDEFG,5.0,0.6705,POSITIVE,0.9997703433036804,0,True
2021-01-21 00:50:58.708,B095KG3VZG,Industrial & Scientific,Funtin,5.0,0.9128,POSITIVE,0.9998773336410522,0,True
2020-10-25 20:22:58.639,B088DJQ2PQ,Computers,Amazon Renewed,4.0,0.7717,POSITIVE,0.9993070363998412,2,True
2017-01-22 21:39:26.000,B00UVSJU4S,All Electronics,BlueRigger,1.0,0.0,NEGATIVE,0.9963734745979308,0,True
2015-09-12 16:31:09.000,B0BJ13Q5JG,Home Audio & Theater,Verbatim,5.0,0.6249,POSITIVE,0.999869465827942,0,True
2019-10-19 21:05:24.501,B07QQPH27F,Computers,Ronessy,5.0,0.8942,POSITIVE,0.9997947812080384,0,True
2014-10-27 00:57:01.000,B07S764D9V,Home Audio & Theater,Panasonic,5.0,0.0,NEGATIVE,0.9175583124160768,0,False
2015-02-09 16:47:55.000,B09FN58JBR,All Electronics,Rosewill,4.0,0.3818,NEGATIVE,0.9957669973373412,1,True
2022-07-30 15:28:12.908,B0B9HR3T4B,All Electronics,iLuv,3.0,-0.5106,NEGATIVE,0.9996241331100464,1,True
2021-06-05 18:36:05.665,B08KGQHF67,Computers,Glyph Production Technologies,5.0,0.0,NEGATIVE,0.6378747820854187,0,True
2020-08-19 00:27:19.392,B089W47DTX,Computers,Nulaxy,5.0,0.7063,POSITIVE,0.9998031258583068,0,True
2020-07-06 21:11:27.331,B00EQ94566,Computers,Macally,5.0,0.4404,POSITIVE,0.9989222288131714,0,True
2020-03-09 17:19:47.618,B07SPFR8VB,All Electronics,Kuzy,5.0,0.4588,NEGATIVE,0.9958153367042542,0,True
2022-02-19 17:14:14.067,B00E0ISVLI,Home Audio & Theater,Kaito,5.0,0.9136,POSITIVE,0.9991944432258606,1,True
2021-07-20 21:41:42.116,B07RJZPTLX,Amazon Devices,Amazon,3.0,0.2826,NEGATIVE,0.998991310596466,2,True
2020-09-05 01:03:40.882,B09DTP4L96,Computers,cuero,5.0,0.9451,POSITIVE,0.9994950294494628,0,True
2019-07-04 15:20:41.232,B008I636D6,Camera & Photo,SquareTrade,5.0,0.937,POSITIVE,0.9989674091339112,0,True
2021-11-08 01:01:22.792,B08JYY4FDG,All Electronics,WBQ,5.0,0.6369,POSITIVE,0.9998732805252076,0,True
2021-06-24 14:54:39.507,B09Q5BNT76,All Electronics,MusiBady,1.0,-0.7416,NEGATIVE,0.9998080134391784,1,True
2021-06-24 14:53:16.779,B08FRLCF2W,All Electronics,SuperEQ,5.0,0.6892,POSITIVE,0.9998528957366944,0,True
2021-06-07 00:36:55.028,B09Q5BNT76,All Electronics,MusiBady,3.0,-0.3412,NEGATIVE,0.99974924325943,0,True
2022-10-13 00:23:56.899,B09GLQ2PFV,Computers,timecity,1.0,-0.3612,NEGATIVE,0.9997307658195496,0,True
2022-02-07 20:18:12.897,B08PNW6WGX,Computers,HP,4.0,0.8856,NEGATIVE,0.9196966886520386,0,True
2019-07-03 18:13:09.351,B07VYM342S,Computers,Cables Direct Online,5.0,0.5674,POSITIVE,0.9998670816421508,0,True
2015-10-22 04:16:11.000,B07S764D9V,Home Audio & Theater,Panasonic,5.0,0.9313,POSITIVE,0.9997016787528992,0,True
2022-11-11 23:46:06.893,B0C2PTV9ZW,Tools & Home Improvement,Flemoon,5.0,0.4404,POSITIVE,0.999350130558014,0,True
2022-02-28 20:02:44.809,B07X4854MR,Cell Phones & Accessories,BSTOEM,5.0,0.0,POSITIVE,0.9932305812835692,0,True
2019-09-22 21:09:16.716,B09CFY36RN,All Electronics,ECHOGEAR,1.0,0.0,NEGATIVE,0.9968723654747008,0,True
2022-02-24 04:28:32.530,B08FZPS1N1,Industrial & Scientific,Love your yy,5.0,0.4404,POSITIVE,0.9997435212135316,0,True
2018-03-01 21:29:17.127,B075X8471B,Amazon Devices,Amazon,5.0,0.6369,POSITIVE,0.9998824596405028,0,True
2022-05-12 01:30:34.627,B0C2BVCBRV,All Electronics,EarFun,5.0,-0.2023,NEGATIVE,0.9963085055351256,0,True
2022-07-10 17:34:53.271,B0BBFFXWVH,All Electronics,Rapoo,5.0,0.9577,POSITIVE,0.9997593760490416,0,False
2022-01-30 12:20:17.473,B0997HW4JP,All Electronics,iO CLEAN,4.0,0.9181,NEGATIVE,0.5289852023124695,0,False
2022-01-29 18:00:03.456,B0B19M78LS,Amazon Devices,annapro,5.0,0.9872,POSITIVE,0.9998443126678468,0,False
2020-12-22 17:22:55.229,B08LYQ7MBZ,All Electronics,LeadsaiL,5.0,0.6984,POSITIVE,0.9933643341064452,0,False
2020-10-11 19:17:38.544,B08G56K774,All Electronics,IECOPOWER,5.0,0.8906,POSITIVE,0.9985027313232422,0,False
2020-08-14 00:35:47.346,B09CYHT3VK,All Electronics,AnnTane,5.0,0.9777,POSITIVE,0.9982339143753052,0,False
2020-03-01 13:27:01.450,B082CJ19WL,All Electronics,GOGOUP,4.0,0.791,NEGATIVE,0.7307466864585876,0,False
2019-08-13 14:06:46.096,B095LLDH4H,All Electronics,HAOZI,5.0,0.7089,POSITIVE,0.9997974038124084,0,False
2018-06-19 19:17:21.158,B0787GLJNQ,Computers,Amazon Basics,4.0,0.9432,POSITIVE,0.9996947050094604,0,False
2017-12-17 11:50:17.891,B074QQP2T2,Musical Instruments,Shure,5.0,0.9758,POSITIVE,0.999349057674408,1,False
2017-12-09 19:12:23.542,B075QC3TZY,Cell Phones & Accessories,TrackR,4.0,0.9313,NEGATIVE,0.969773292541504,1,False
2017-08-27 13:13:46.086,B0719QH4JP,Computers,Amazon Basics,5.0,0.9517,POSITIVE,0.9996848106384276,0,False
2017-04-12 21:53:06.000,B01MREKZDP,,Solo New York,5.0,0.9774,POSITIVE,0.7081011533737183,1,False
2015-12-28 12:03:40.000,B012D4IEUI,Sports & Outdoors,Epson,4.0,0.98,POSITIVE,0.995088756084442,0,False
2015-07-28 17:21:30.000,B01MQGLIKL,Home Audio & Theater,Sony,5.0,0.9473,POSITIVE,0.999288022518158,1,True
2015-07-23 13:16:45.000,B004WMSV76,Camera & Photo,Sony,5.0,0.9627,POSITIVE,0.999822199344635,0,True
2015-03-02 14:29:47.000,B00KTCN43E,Car Electronics,Planet Audio,5.0,0.9901,POSITIVE,0.9966609477996826,1,False
2014-11-02 22:15:15.000,B00BTVSUNI,Home Audio & Theater,OmniMount,5.0,0.9859,POSITIVE,0.9989963173866272,1,True
2014-01-18 14:28:56.000,B00IHVNMYK,Computers,Logitech,4.0,0.8397,POSITIVE,0.9990623593330384,2,False
2013-10-23 13:17:13.000,B00GXXJF72,Computers,Logitech,3.0,0.6227,NEGATIVE,0.7383398413658142,0,False
2013-10-17 18:21:49.000,B00DLKE8C2,Home Audio & Theater,OmniMount,5.0,0.9622,POSITIVE,0.9974353909492492,0,False
2013-06-06 18:03:27.000,B00ARDJ5BU,Camera & Photo,Sony,3.0,0.8538,NEGATIVE,0.9938831329345704,0,False
2013-04-18 18:31:42.000,B008HK3U6Q,Amazon Devices,Timbuk2,4.0,0.4019,NEGATIVE,0.6328096985816956,0,False
2013-03-21 18:35:50.000,B009WZRCO6,Amazon Devices,Lightwedge,4.0,0.8519,POSITIVE,0.9996080994606018,0,False
2013-02-11 10:51:58.000,B008ULPDIK,Amazon Devices,Lightwedge,3.0,0.954,NEGATIVE,0.9992865920066832,0,False
2012-12-26 18:01:51.000,B00QU5CR6E,Camera & Photo,Fujifilm,4.0,0.9806,POSITIVE,0.9911353588104248,3,False
2012-10-09 16:20:52.000,B00A4QXIRM,Camera & Photo,Fujifilm,4.0,0.9886,POSITIVE,0.9989157915115356,3,False
2011-08-06 01:33:06.000,B0058GAOO8,Computers,Maroo,5.0,0.9938,POSITIVE,0.9904721975326538,1,False
2011-05-01 22:41:06.000,B0020HRE1Y,Camera & Photo,Canon,5.0,0.9923,POSITIVE,0.9975488781929016,17,True
2011-03-31 23:20:03.000,B00305GHAE,All Electronics,Transcend,5.0,0.9381,POSITIVE,0.996861219406128,0,True
2011-01-26 21:51:54.000,B00XI3MMMA,Cell Phones & Accessories,Magellan,5.0,0.9386,POSITIVE,0.9982672929763794,1,False
2010-07-22 10:42:14.000,B0032AN4N0,All Electronics,Canon,4.0,0.5332,POSITIVE,0.9121841788291932,1,False
2009-09-20 23:49:25.000,B001Q9F0BS,Camera & Photo,SANYO,5.0,0.9964,POSITIVE,0.9992110729217528,3,False
2009-08-12 23:41:40.000,B002CWZ29S,All Electronics,Logitech,5.0,0.8842,POSITIVE,0.9977067708969116,1,False
2009-06-22 14:58:36.000,B0023B14TK,Camera & Photo,Flip Video,5.0,0.9927,POSITIVE,0.9961003065109252,0,False
2008-04-17 10:36:25.000,B000WOGA6C,Cell Phones & Accessories,DLO,4.0,0.8719,POSITIVE,0.9931362867355348,0,True
2020-07-12 21:14:35.042,B078G91T8X,All Electronics,Kunodi,5.0,0.4497,POSITIVE,0.997870922088623,0,True
2019-04-12 23:02:04.164,B08M5KCX78,Camera & Photo,TARION,5.0,0.0,NEGATIVE,0.9538590908050536,3,True
2020-03-09 10:24:04.226,B07G5ZG3Q4,Amazon Devices,Ring,1.0,-0.9849,NEGATIVE,0.999650239944458,0,True
2023-03-11 16:18:08.432,B07X92YR8W,Computers,ECOSUSI,2.0,0.0644,POSITIVE,0.960091233253479,0,True
2017-12-27 18:42:20.400,B07456BG8N,Amazon Devices,Amazon,5.0,0.9402,POSITIVE,0.9997783303260804,1,True
2017-12-27 18:34:10.260,B012BN15LQ,Apple Products,Apple,4.0,0.0,NEGATIVE,0.9920706152915956,1,True
2017-02-15 21:27:01.000,B0833NKK5K,Computers,Targus,5.0,0.9114,POSITIVE,0.9995219707489014,0,True
2013-03-29 19:13:52.000,B01MQJ2XE6,Home Audio & Theater,Polk Audio,5.0,0.9862,POSITIVE,0.9541060328483582,0,True
2013-03-29 19:05:44.000,B07CG8G732,Home Audio & Theater,OmniMount,4.0,0.5754,NEGATIVE,0.9930707812309264,0,True
2013-03-29 18:55:47.000,B0076GEMGO,All Electronics,Panasonic,5.0,0.8605,POSITIVE,0.9953723549842834,0,True
2013-03-29 18:40:21.000,B0078YGN34,All Electronics,LG,5.0,0.995,NEGATIVE,0.9954234957695008,1,True
2021-06-23 00:27:35.619,B099V8GPR4,All Electronics,JBL,5.0,0.4927,POSITIVE,0.9998410940170288,0,True
2019-04-09 01:40:29.793,B0BPMM75N8,Computers,JETech,5.0,0.8437,POSITIVE,0.998512089252472,0,True
2019-04-06 18:15:58.384,B07GZMMYHT,Computers,iCarez,5.0,0.8462,POSITIVE,0.9993308782577516,0,True
2015-05-12 19:24:45.000,B00MICP8PA,Cell Phones & Accessories,HISY,5.0,0.4754,POSITIVE,0.9998562335968018,0,True
2020-01-19 23:01:32.069,B07H65KP63,Amazon Devices,Amazon,5.0,0.9436,POSITIVE,0.9998389482498168,0,True
2021-12-27 20:20:02.868,B07VWT32HX,Computers,HAPPYLIVE SHOPPING,1.0,-0.8802,NEGATIVE,0.999404788017273,0,True
2021-12-27 20:15:45.989,B09P664R9L,Computers,Naukay,3.0,0.8047,NEGATIVE,0.9986454844474792,0,True
2021-05-02 13:31:41.071,B08PFZK4YZ,Cell Phones & Accessories,Newraturner,3.0,0.5187,NEGATIVE,0.975657880306244,0,True
2021-04-05 22:27:59.209,B0BPN2DXC1,Computers,Logitech,5.0,0.0,NEGATIVE,0.9991039633750916,0,True
2019-11-19 20:32:03.469,B07Y8H8STR,All Electronics,Tronsmart,1.0,0.9739,POSITIVE,0.5670599937438965,6,True
2019-11-12 20:21:33.415,B07H9FG9SD,All Electronics,Mount Genie,1.0,0.4199,NEGATIVE,0.9995929598808287,1,True
2019-10-10 19:13:29.888,B07PGL2N7J,Amazon Devices,Amazon,5.0,0.9872,POSITIVE,0.966858446598053,0,True
2019-08-11 15:22:04.822,B0896VGNF7,Cell Phones & Accessories,KUXIYAN,5.0,0.7227,POSITIVE,0.998843550682068,0,True
2019-03-27 18:29:31.255,B074512LY1,Computers,Screen Mom,5.0,0.865,NEGATIVE,0.976418912410736,0,True
2019-01-07 15:55:20.404,B09JKYBVJD,Computers,Linksys,1.0,0.6808,NEGATIVE,0.9997642636299132,0,True
2018-09-13 23:16:43.696,B06XDSMDKV,All Electronics,BeBom,3.0,0.5707,NEGATIVE,0.988381028175354,0,True
2018-08-24 22:21:36.983,B008GVOVK0,Home Audio & Theater,Fosmon,5.0,0.8061,POSITIVE,0.9194194078445436,0,True
2018-07-25 00:03:16.921,B075X8471B,Amazon Devices,Amazon,5.0,0.7929,NEGATIVE,0.99946790933609,0,True
2017-12-18 00:37:55.457,B01K8B8YA8,Amazon Devices,Amazon,5.0,0.9571,POSITIVE,0.9984334111213684,0,True
2017-09-11 23:56:59.735,B073VC4KGT,All Electronics,Sony,5.0,0.8572,POSITIVE,0.9997531771659852,1,True
2017-08-02 17:36:15.236,B01M60S5H2,All Electronics,vius,4.0,0.7556,NEGATIVE,0.9959903359413148,0,True
2017-07-15 02:46:21.876,B0122TWDH4,Office Products,FITUEYES,5.0,0.9273,POSITIVE,0.9998854398727416,0,True
2017-07-15 02:45:11.526,B0B9GFKYSZ,Office Products,BONTEC,1.0,0.2152,NEGATIVE,0.9834188222885132,2,True
2017-05-13 16:12:05.000,B07454F4JH,Computers,Seagate,5.0,0.8429,NEGATIVE,0.9969600439071656,1,True
2017-02-17 20:09:49.000,B0C617749R,Computers,ELECOM,5.0,-0.4226,NEGATIVE,0.9369470477104188,1,True
2016-11-24 15:33:22.000,B00DOPW5L0,Cell Phones & Accessories,WHOOSH,3.0,0.7848,NEGATIVE,0.9994590878486632,1,True
2019-07-22 20:28:03.195,B0B2CJ3YSP,Computers,Techkey,1.0,-0.6369,NEGATIVE,0.9994001388549804,0,True
2023-02-23 22:04:05.500,B08F6GPRH6,Amazon Devices,Blink,5.0,0.9451,POSITIVE,0.9997060894966124,0,False
2022-11-14 14:29:46.891,B08JQCJZQM,Amazon Home,Trgowaul,5.0,0.4754,POSITIVE,0.9994268417358398,0,True
2022-09-20 18:01:16.920,B09QLBKCZ3,All Electronics,TESSAN,5.0,0.3455,POSITIVE,0.9992092847824096,1,True
2021-08-28 23:35:36.503,B08F1P3BCC,Amazon Devices,Amazon,5.0,0.9582,POSITIVE,0.9998032450675964,0,False
2020-12-15 15:21:11.737,B0BMT6TQSK,Cell Phones & Accessories,Mulafnxal,5.0,0.8126,POSITIVE,0.9997156262397766,0,True
2020-12-15 15:04:24.376,B09QLBKCZ3,All Electronics,TESSAN,5.0,0.9506,POSITIVE,0.9998077750205994,0,True
2020-12-15 14:46:09.412,B096K4MF5V,Camera & Photo,NETVUE,5.0,0.4215,POSITIVE,0.956655502319336,0,True
